Name	size	covered	sum	mean0	mean	min	max
ATP1A2|ENST00000361216.8|9	270	270	120.099	0.444811	0.444811	-4.746	4.193
ATP1A2|ENST00000361216.8|10	270	270	365.96	1.35541	1.35541	-3.19	4.474
ATP1A2|ENST00000361216.8|11	270	270	194.761	0.721337	0.721337	-3.752	4.474
ATP1A2|ENST00000361216.8|12	270	270	-124.468	-0.460993	-0.460993	-5.122	3.323
ATP1A2|ENST00000361216.8|13	270	270	-155.951	-0.577596	-0.577596	-5.122	2.302
ATP1A2|ENST00000361216.8|14	270	270	-91.677	-0.339544	-0.339544	-4.81	2.302
ATP1A2|ENST00000361216.8|15	270	270	-20.91	-0.0774444	-0.0774444	-3.45	1.934
ATP1A2|ENST00000361216.8|16	270	270	-42.075	-0.155833	-0.155833	-3.323	1.934
CAMTA1|ENST00000303635.12|1	270	270	271.233	1.00457	1.00457	-5.74	7.553
CAMTA1|ENST00000303635.12|2	270	270	-39.839	-0.147552	-0.147552	-5.74	6.949
CAMTA1|ENST00000303635.12|3	270	270	-65.873	-0.243974	-0.243974	-3.235	1.855
CAMTA1|ENST00000303635.12|4	270	270	17.199	0.0637	0.0637	-3.502	6.249
CAMTA1|ENST00000303635.12|5	270	270	63.66	0.235778	0.235778	-4.807	6.249
CAMTA1|ENST00000303635.12|6	270	270	-14.815	-0.0548704	-0.0548704	-4.807	3.858
CAMTA1|ENST00000303635.12|7	270	270	32.674	0.121015	0.121015	-3.402	5.153
CAMTA1|ENST00000303635.12|8	270	270	145.952	0.540563	0.540563	-4.381	6.391
CAMTA1|ENST00000303635.12|9	270	270	76.043	0.281641	0.281641	-4.381	6.391
CAMTA1|ENST00000303635.12|10	270	270	-105.031	-0.389004	-0.389004	-4.07	3.534
CAMTA1|ENST00000303635.12|11	270	270	-87.278	-0.323252	-0.323252	-3.703	2.686
CAMTA1|ENST00000303635.12|12	270	270	-45.845	-0.169796	-0.169796	-3.629	2.686
CAMTA1|ENST00000303635.12|13	270	270	-49.115	-0.181907	-0.181907	-5.988	2.331
CAMTA1|ENST00000303635.12|14	270	270	-44.787	-0.165878	-0.165878	-6.16	2.331
CAMTA1|ENST00000303635.12|15	270	270	-95.952	-0.355378	-0.355378	-6.16	2.3
CAMTA1|ENST00000303635.12|16	270	270	-98.386	-0.364393	-0.364393	-5.147	2.198
CAMTA1|ENST00000303635.12|17	270	270	-93.179	-0.345107	-0.345107	-3.3	2.198
CAMTA1|ENST00000303635.12|18	270	270	-82.441	-0.305337	-0.305337	-3.3	2.367
CAMTA1|ENST00000303635.12|21	270	270	26.876	0.0995407	0.0995407	-1.947	0.531
CDC73|ENST00000367435.5|1	270	270	61.771	0.228781	0.228781	-2.645	2.511
CDC73|ENST00000367435.5|2	270	270	56.944	0.210904	0.210904	-2.525	2.511
CDC73|ENST00000367435.5|5	270	270	10.616	0.0393185	0.0393185	-4.129	2.68
CDC73|ENST00000367435.5|6	270	270	20.707	0.0766926	0.0766926	-3.012	3.261
CDC73|ENST00000367435.5|7	270	270	38.088	0.141067	0.141067	-3.012	3.414
CDC73|ENST00000367435.5|8	270	270	22.351	0.0827815	0.0827815	-2.682	3.414
CDC73|ENST00000367435.5|9	270	270	9.828	0.0364	0.0364	-3.207	3.289
CDC73|ENST00000367435.5|10	270	270	-10.677	-0.0395444	-0.0395444	-3.335	3.289
CDC73|ENST00000367435.5|11	270	270	-26.635	-0.0986481	-0.0986481	-3.335	2.982
CDC73|ENST00000367435.5|12	270	270	-3.763	-0.013937	-0.013937	-5.202	2.982
CDC73|ENST00000367435.5|13	270	270	44.129	0.163441	0.163441	-5.202	3.429
CDC73|ENST00000367435.5|14	270	270	242.178	0.896956	0.896956	-2.176	5.077
CDC73|ENST00000367435.5|15	270	270	402.293	1.48997	1.48997	-1.072	5.077
CDC73|ENST00000367435.5|16	270	270	247.846	0.917948	0.917948	-2.644	4.994
CDC73|ENST00000367435.5|17	270	270	62.083	0.229937	0.229937	-2.869	3.103
CDC73|ENST00000367435.5|18	270	270	-22.321	-0.0826704	-0.0826704	-2.869	2.861
CDC73|ENST00000367435.5|19	270	270	-68.063	-0.252085	-0.252085	-3.285	2.954
CDC73|ENST00000367435.5|20	270	270	-6.589	-0.0244037	-0.0244037	-3.32	2.954
CDC73|ENST00000367435.5|21	270	270	-60.823	-0.22527	-0.22527	-4.913	2.469
CDC73|ENST00000367435.5|22	270	270	-137.155	-0.507981	-0.507981	-4.913	2.388
CDC73|ENST00000367435.5|23	270	270	-78.123	-0.289344	-0.289344	-4.601	2.388
CDC73|ENST00000367435.5|24	270	270	-17.063	-0.0631963	-0.0631963	-4.601	2.605
CDC73|ENST00000367435.5|25	270	270	7.91	0.0292963	0.0292963	-2.54	2.605
CDC73|ENST00000367435.5|26	270	270	13.523	0.0500852	0.0500852	-3.319	2.827
CDC73|ENST00000367435.5|27	270	270	4.824	0.0178667	0.0178667	-4.406	3.118
CDC73|ENST00000367435.5|28	270	270	18.55	0.0687037	0.0687037	-4.406	3.118
CDC73|ENST00000367435.5|29	270	270	34.193	0.126641	0.126641	-2.936	2.721
CDC73|ENST00000367435.5|30	270	270	27.075	0.100278	0.100278	-2.936	2.795
CDKN2C|ENST00000371761.4|1	270	270	82.042	0.303859	0.303859	-3.088	3.337
CDKN2C|ENST00000371761.4|2	270	270	90.886	0.336615	0.336615	-2.651	4.361
CHD5|ENST00000262450.8|2	270	270	-118.932	-0.440489	-0.440489	-4.585	1.681
CHD5|ENST00000262450.8|3	270	270	-103.581	-0.383633	-0.383633	-4.865	2.676
CHD5|ENST00000262450.8|4	270	270	-92.84	-0.343852	-0.343852	-4.865	2.676
CHD5|ENST00000262450.8|5	270	270	-68.25	-0.252778	-0.252778	-3.688	2.299
CHD5|ENST00000262450.8|6	270	270	-60.555	-0.224278	-0.224278	-5.438	2.299
CHD5|ENST00000262450.8|7	270	270	35.048	0.129807	0.129807	-5.438	5.649
CHD5|ENST00000262450.8|8	270	270	487.397	1.80517	1.80517	-4.409	5.987
CHD5|ENST00000262450.8|9	270	270	538.795	1.99554	1.99554	-5.935	5.987
CHD5|ENST00000262450.8|12	270	270	-24.736	-0.0916148	-0.0916148	-4.212	4.058
CHD5|ENST00000262450.8|13	270	270	-96.995	-0.359241	-0.359241	-6.336	4.058
CHD5|ENST00000262450.8|14	270	270	-106.612	-0.394859	-0.394859	-6.336	3.033
CHD5|ENST00000262450.8|15	270	270	-76.462	-0.283193	-0.283193	-4.095	3.033
CHD5|ENST00000262450.8|16	270	270	-105.065	-0.38913	-0.38913	-4.424	2.693
CHD5|ENST00000262450.8|17	270	270	-96.595	-0.357759	-0.357759	-4.534	2.693
CHD5|ENST00000262450.8|18	270	270	-61.421	-0.227485	-0.227485	-4.534	3.246
CHD5|ENST00000262450.8|19	270	270	-39.885	-0.147722	-0.147722	-4.46	3.246
CHD5|ENST00000262450.8|20	270	270	-77.613	-0.287456	-0.287456	-4.46	3.28
CHD5|ENST00000262450.8|21	270	270	-85.573	-0.316937	-0.316937	-4.209	3.28
CHD5|ENST00000262450.8|22	270	270	-54.913	-0.203381	-0.203381	-3.799	2.885
CHD5|ENST00000262450.8|23	270	270	-43.686	-0.1618	-0.1618	-3.083	2.371
CHD5|ENST00000262450.8|24	270	270	-27.307	-0.101137	-0.101137	-2.928	1.032
CHD5|ENST00000262450.8|25	270	270	-10.952	-0.040563	-0.040563	-2.439	1.865
CHD5|ENST00000262450.8|26	270	270	-37.79	-0.139963	-0.139963	-2.567	1.865
CHD5|ENST00000262450.8|27	270	270	-50.007	-0.185211	-0.185211	-3.796	2.04
CHRM3|ENST00000676153.1|1	270	270	44.458	0.164659	0.164659	-3.014	1.981
CHRM3|ENST00000676153.1|2	270	270	-3.594	-0.0133111	-0.0133111	-2.37	1.981
CHRM3|ENST00000676153.1|3	270	270	-48.843	-0.1809	-0.1809	-3.061	0.767
CHRM3|ENST00000676153.1|4	270	270	-23.284	-0.086237	-0.086237	-3.061	1.706
CHRM3|ENST00000676153.1|5	270	270	-0.320999	-0.00118889	-0.00118889	-3.039	1.725
CHRM3|ENST00000676153.1|6	270	270	-27.02	-0.100074	-0.100074	-3.722	1.725
CHRM3|ENST00000676153.1|7	270	270	-31.305	-0.115944	-0.115944	-3.722	1.665
CHRM3|ENST00000676153.1|8	270	270	-17.477	-0.0647296	-0.0647296	-2.728	1.721
CHRM3|ENST00000676153.1|9	270	270	-0.737	-0.00272963	-0.00272963	-2.728	1.768
CHRM3|ENST00000676153.1|10	270	270	-27.835	-0.103093	-0.103093	-4.477	1.768
CHRM3|ENST00000676153.1|11	270	270	-60.878	-0.225474	-0.225474	-4.477	1.125
CHRM3|ENST00000676153.1|12	270	270	-21.703	-0.0803815	-0.0803815	-4.085	1.707
CHRM3|ENST00000676153.1|13	270	270	16.919	0.062663	0.062663	-4.085	1.707
CHRM3|ENST00000676153.1|14	270	270	-3.217	-0.0119148	-0.0119148	-2.463	1.707
CHRM3|ENST00000676153.1|15	270	270	-39.358	-0.14577	-0.14577	-3.024	1.87
CHRM3|ENST00000676153.1|16	270	270	-11.781	-0.0436333	-0.0436333	-3.024	1.87
CHRM3|ENST00000676153.1|17	270	270	-14.006	-0.0518741	-0.0518741	-2.244	1.818
CHRM3|ENST00000676153.1|18	270	270	-38.376	-0.142133	-0.142133	-2.147	1.247
CHRM3|ENST00000676153.1|19	270	270	-17.307	-0.0641	-0.0641	-2.774	0.725
CHRM3|ENST00000676153.1|20	270	270	-8.856	-0.0328	-0.0328	-2.774	0.675
CHRM3|ENST00000676153.1|21	270	270	-11.208	-0.0415111	-0.0415111	-2.402	1.465
CHRM3|ENST00000676153.1|22	270	270	-16.665	-0.0617222	-0.0617222	-3.136	1.651
CHRM3|ENST00000676153.1|23	270	270	8.877	0.0328778	0.0328778	-3.136	1.757
CHRM3|ENST00000676153.1|26	270	270	-10.473	-0.0387889	-0.0387889	-4.378	0.252
CHRM3|ENST00000676153.1|27	270	270	0.315001	0.00116667	0.00116667	-4.378	0.651
CHRM3|ENST00000676153.1|28	270	270	30.114	0.111533	0.111533	-3.801	2.591
CHRM3|ENST00000676153.1|29	270	270	79.576	0.294726	0.294726	-3.801	2.641
CHRM3|ENST00000676153.1|30	270	270	81.706	0.302615	0.302615	-2.899	2.641
CHRM3|ENST00000676153.1|31	270	270	51.427	0.19047	0.19047	-2.899	2.497
CHRM3|ENST00000676153.1|34	270	270	18.972	0.0702667	0.0702667	-2.7	0.252
CHRM3|ENST00000676153.1|37	270	270	2.667	0.00987778	0.00987778	-2.304	0.252
CHRM3|ENST00000676153.1|38	270	270	15.543	0.0575667	0.0575667	-2.25	0.252
CHRM3|ENST00000676153.1|39	270	270	13.6	0.0503704	0.0503704	-2.326	0.252
CHRM3|ENST00000676153.1|40	270	270	27.778	0.102881	0.102881	-2.468	0.252
CHRM3|ENST00000676153.1|41	270	270	20.84	0.0771852	0.0771852	-2.664	0.232
CHRM3|ENST00000676153.1|42	270	270	6.927	0.0256556	0.0256556	-2.664	0.232
CHRM3|ENST00000676153.1|43	270	270	13.052	0.0483407	0.0483407	-2.542	0.229
CHRM3|ENST00000676153.1|44	270	270	13.299	0.0492556	0.0492556	-2.74	0.249
CHRM3|ENST00000676153.1|45	270	270	12.872	0.0476741	0.0476741	-4.017	0.249
CHRM3|ENST00000676153.1|46	270	270	12.18	0.0451111	0.0451111	-4.017	0.249
CHRNB2|ENST00000368476.4|1	270	270	273.426	1.01269	1.01269	-5.33	4.292
CHRNB2|ENST00000368476.4|2	270	270	377.991	1.39997	1.39997	-4.486	4.292
CHRNB2|ENST00000368476.4|3	270	270	105.168	0.389511	0.389511	-4.486	4.292
CHRNB2|ENST00000368476.4|4	270	270	5.683	0.0210481	0.0210481	-2.769	4.139
CHRNB2|ENST00000368476.4|5	270	270	-76.139	-0.281996	-0.281996	-4.492	3.298
CHRNB2|ENST00000368476.4|6	270	270	-101.887	-0.377359	-0.377359	-4.822	3.298
CHRNB2|ENST00000368476.4|7	270	270	-99.418	-0.368215	-0.368215	-4.822	2.58
CHRNB2|ENST00000368476.4|8	270	270	-92.745	-0.3435	-0.3435	-4.062	2.58
CHRNB2|ENST00000368476.4|9	270	270	-18.107	-0.067063	-0.067063	-3.884	4.354
CHRNB2|ENST00000368476.4|10	270	270	32.703	0.121122	0.121122	-4.129	4.354
CHRNB2|ENST00000368476.4|11	270	270	285.245	1.05646	1.05646	-4.129	5.576
CHRNB2|ENST00000368476.4|12	270	270	825.441	3.05719	3.05719	-1.396	5.982
CHRNB2|ENST00000368476.4|13	270	270	870.644	3.22461	3.22461	-0.376	5.982
CHRNB2|ENST00000368476.4|14	270	270	695.648	2.57647	2.57647	-1.447	7.55
CHRNB2|ENST00000368476.4|17	270	270	-67.374	-0.249533	-0.249533	-6.891	3.082
CHRNB2|ENST00000368476.4|18	270	270	212.742	0.787933	0.787933	-6.891	9.312
CHRNB2|ENST00000368476.4|19	270	270	443.272	1.64175	1.64175	-3.091	9.312
CHRNB2|ENST00000368476.4|20	270	270	105.433	0.390493	0.390493	-4.966	9.312
CHRNB2|ENST00000368476.4|21	270	270	-154.141	-0.570893	-0.570893	-4.966	1.961
CHRNB2|ENST00000368476.4|22	270	270	516.934	1.91457	1.91457	-5.114	9.763
CHRNB2|ENST00000368476.4|23	270	270	571.549	2.11685	2.11685	-5.114	9.763
CHRNB2|ENST00000368476.4|24	270	270	5.35	0.0198148	0.0198148	-5.19	9.446
CHRNB2|ENST00000368476.4|25	270	270	214.361	0.79393	0.79393	-5.19	9.446
CHRNB2|ENST00000368476.4|26	270	270	447.299	1.65666	1.65666	-4.848	9.446
CHRNB2|ENST00000368476.4|27	270	270	752.929	2.78863	2.78863	-6.716	9.5
CHRNB2|ENST00000368476.4|28	270	270	443.084	1.64105	1.64105	-6.716	9.5
CHRNB2|ENST00000368476.4|29	270	270	221.501	0.820374	0.820374	-4.482	8.671
CHRNB2|ENST00000368476.4|30	270	270	269.941	0.999781	0.999781	-4.482	8.671
COL11A1|ENST00000370096.9|1	270	270	107.796	0.399244	0.399244	-3.565	4.194
COL11A1|ENST00000370096.9|2	270	270	391.421	1.44971	1.44971	-1.71	5.956
COL11A1|ENST00000370096.9|3	270	270	464.754	1.72131	1.72131	-2.329	5.956
COL11A1|ENST00000370096.9|4	270	270	183.27	0.678778	0.678778	-3.511	5.885
COL11A1|ENST00000370096.9|5	270	270	-11.614	-0.0430148	-0.0430148	-4.901	3.058
COL11A1|ENST00000370096.9|6	270	270	-53.595	-0.1985	-0.1985	-4.901	3.117
COL11A1|ENST00000370096.9|7	270	270	-24.902	-0.0922296	-0.0922296	-3.475	3.117
COL11A1|ENST00000370096.9|8	270	270	-22.605	-0.0837222	-0.0837222	-2.924	2.744
COL11A1|ENST00000370096.9|9	270	270	0.544	0.00201481	0.00201481	-1.903	2.744
COL11A1|ENST00000370096.9|10	270	270	-3.183	-0.0117889	-0.0117889	-4.297	1.427
COL11A1|ENST00000370096.9|11	270	270	2.299	0.00851481	0.00851481	-4.297	1.512
DFFB|ENST00000378209.8|1	270	270	-1.771	-0.00655926	-0.00655926	-2.187	0.123
DFFB|ENST00000378209.8|2	270	270	-1.726	-0.00639259	-0.00639259	-2.187	0.123
DFFB|ENST00000378209.8|3	270	270	4.837	0.0179148	0.0179148	-2.187	0.064
DFFB|ENST00000378209.8|4	270	270	7.322	0.0271185	0.0271185	-2.136	0.064
DFFB|ENST00000378209.8|5	270	270	3.123	0.0115667	0.0115667	-2.136	0.064
DFFB|ENST00000378209.8|6	270	270	7.229	0.0267741	0.0267741	-2.136	0.064
DFFB|ENST00000378209.8|7	270	270	9.045	0.0335	0.0335	-2.28	0.064
DFFB|ENST00000378209.8|8	270	270	7.031	0.0260407	0.0260407	-2.28	0.064
DFFB|ENST00000378209.8|9	270	270	0.794	0.00294074	0.00294074	-2.187	0.064
DFFB|ENST00000378209.8|10	270	270	-1.529	-0.00566296	-0.00566296	-2.28	0.064
DFFB|ENST00000378209.8|11	270	270	4.879	0.0180704	0.0180704	-2.28	0.064
DFFB|ENST00000378209.8|12	270	270	0.329	0.00121852	0.00121852	-2.4	0.064
ELAVL4|ENST00000371824.7|1	270	270	110.029	0.407515	0.407515	-6.51	3.865
ELAVL4|ENST00000371824.7|2	270	270	147.668	0.546919	0.546919	-2.953	3.879
ELAVL4|ENST00000371824.7|3	270	270	75.904	0.281126	0.281126	-3.406	3.879
ELAVL4|ENST00000371824.7|4	270	270	77.54	0.287185	0.287185	-3.406	3.477
ELAVL4|ENST00000371824.7|5	270	270	51.629	0.191219	0.191219	-3.644	3.477
ELAVL4|ENST00000371824.7|6	270	270	51.696	0.191467	0.191467	-3.644	3.077
ELAVL4|ENST00000371824.7|7	270	270	99.065	0.366907	0.366907	-2.419	3.194
ELAVL4|ENST00000371824.7|8	270	270	248.878	0.92177	0.92177	-2.157	3.841
ELAVL4|ENST00000371824.7|9	270	270	541.974	2.00731	2.00731	-1.218	3.841
ELAVL4|ENST00000371824.7|10	270	270	576.683	2.13586	2.13586	-1.117	3.841
ELAVL4|ENST00000371824.7|11	270	270	304.68	1.12844	1.12844	-2.39	3.841
ELAVL4|ENST00000371824.7|12	270	270	136.953	0.507233	0.507233	-3.281	3.586
ELAVL4|ENST00000371824.7|13	270	270	143.006	0.529652	0.529652	-3.834	4.311
ELAVL4|ENST00000371824.7|14	270	270	185.968	0.68877	0.68877	-3.834	4.656
ELAVL4|ENST00000371824.7|15	270	270	553.78	2.05104	2.05104	-1.127	6.887
ELAVL4|ENST00000371824.7|16	270	270	1027.4	3.80517	3.80517	-0.337	6.887
ELAVL4|ENST00000371824.7|17	270	270	1159.52	4.29453	4.29453	0.12	6.887
ELAVL4|ENST00000371824.7|18	270	270	799.083	2.95957	2.95957	-1.465	6.887
ELAVL4|ENST00000371824.7|19	270	270	680.602	2.52075	2.52075	-1.474	6.887
FLG|ENST00000368799.2|1	270	270	-2.175	-0.00805555	-0.00805555	-2.4	0.064
FLG|ENST00000368799.2|2	270	270	6.258	0.0231778	0.0231778	-2.417	0.064
FLG|ENST00000368799.2|3	270	270	10.666	0.0395037	0.0395037	-2.417	0.064
FOXE3|ENST00000335071.4|1	270	270	-120.798	-0.4474	-0.4474	-3.61	2.514
FOXE3|ENST00000335071.4|2	270	270	-79.822	-0.295637	-0.295637	-3.473	2.514
FOXE3|ENST00000335071.4|3	270	270	-38.115	-0.141167	-0.141167	-3.321	3.325
FOXE3|ENST00000335071.4|4	270	270	-8.909	-0.0329963	-0.0329963	-3.321	3.325
FOXE3|ENST00000335071.4|5	270	270	34.197	0.126656	0.126656	-2.592	3.425
GJA5|ENST00000579774.3|3	270	270	2.828	0.0104741	0.0104741	-2.015	0.123
GJA5|ENST00000579774.3|9	270	270	15.501	0.0574111	0.0574111	-3.095	0.163
GJA5|ENST00000579774.3|10	270	270	6.551	0.024263	0.024263	-3.095	0.163
GJA5|ENST00000579774.3|11	270	270	2.341	0.00867037	0.00867037	-1.567	0.163
GJA5|ENST00000579774.3|12	270	270	9.873	0.0365667	0.0365667	-1.539	0.163
GJA5|ENST00000579774.3|13	270	270	3.879	0.0143667	0.0143667	-4.73	0.171
GJA5|ENST00000579774.3|14	270	270	3.16	0.0117037	0.0117037	-4.73	0.171
HNRNPU|ENST00000640218.2|2	270	270	23.327	0.0863963	0.0863963	-3.055	3.219
HNRNPU|ENST00000640218.2|3	270	270	358.741	1.32867	1.32867	-3.478	6.607
HNRNPU|ENST00000640218.2|4	270	270	372.76	1.38059	1.38059	-3.478	6.607
HNRNPU|ENST00000640218.2|5	270	270	18.065	0.0669074	0.0669074	-2.73	3.161
HNRNPU|ENST00000640218.2|6	270	270	-41.382	-0.153267	-0.153267	-5.47	3.161
HNRNPU|ENST00000640218.2|7	270	270	-33.111	-0.122633	-0.122633	-5.47	2.337
HNRNPU|ENST00000640218.2|8	270	270	6.443	0.023863	0.023863	-2.319	2.124
